product_id	 product_name	 brand_id	 category_id	 model_year	 list_price	
53	'Surly Ogre Frameset - 2017'	8	7	2017	749.9	2
54	'Trek Domane SL Disc Frameset - 2017'	9	7	2017	3199.9	4
55	'Trek Domane S 6 - 2017'	9	7	2017	2699.9	5
56	'Trek Domane SLR 6 Disc - 2017'	9	7	2017	5499.9	6
57	'Trek Emonda S 5 - 2017'	9	7	2017	1999.9	4
58	'Trek Madone 9.2 - 2017'	9	7	2017	4999.9	8
59	'Trek Domane S 5 Disc - 2017'	9	7	2017	2599.9	4
60	'Sun Bicycles ElectroLite - 2017'	7	5	2017	1559.9	4
61	'Trek Powerfly 8 FS Plus - 2017'	9	5	2017	4999.9	3
62	'Trek Boone 7 - 2017'	9	4	2017	3499.9	2
63	'Trek Boone Race Shop Limited - 2017'	9	4	2017	3499.9	2
64	'Electra Townie Original 7D - 2017'	1	3	2017	489.9	1
65	'Sun Bicycles Lil Bolt Type-R - 2017'	7	3	2017	346.9	4
66	'Sun Bicycles Revolutions 24 - 2017'	7	3	2017	250.9	5
67	'Sun Bicycles Revolutions 24 - Girl''s - 2017'	7	3	2017	250.9	6
68	'Sun Bicycles Cruz 3 - 2017'	7	3	2017	449.9	7
69	'Sun Bicycles Cruz 7 - 2017'	7	3	2017	416.9	8
70	'Electra Amsterdam Original 3i - 2015/2017'	1	3	2017	659.9	9
71	'Sun Bicycles Atlas X-Type - 2017'	7	3	2017	416.9	0
72	'Sun Bicycles Biscayne Tandem 7 - 2017'	7	3	2017	619.9	0
73	'Sun Bicycles Brickell Tandem 7 - 2017'	7	3	2017	749.9	1
74	'Electra Cruiser Lux 1 - 2017'	1	3	2017	439.9	2
75	'Electra Cruiser Lux Fat Tire 1 Ladies - 2017'	1	3	2017	599.9	4
76	"'Electra Girl''s Hawaii 1 16"" - 2017'"	1	3	2017	299.9	5
77	'Electra Glam Punk 3i Ladies'' - 2017'	1	3	2017	799.9	6
78	'Sun Bicycles Biscayne Tandem CB - 2017'	7	3	2017	647.9	4
79	'Sun Bicycles Boardwalk (24-inch Wheels) - 2017'	7	3	2017	402.9	8
80	'Sun Bicycles Brickell Tandem CB - 2017'	7	3	2017	761.9	4
81	'Electra Amsterdam Fashion 7i Ladies'' - 2017'	1	3	2017	1099.9	4
82	'Electra Amsterdam Original 3i Ladies'' - 2017'	1	3	2017	659.9	3
83	'Trek Boy''s Kickster - 2015/2017'	9	1	2017	149.9	2
84	'Sun Bicycles Lil Kitt''n - 2017'	7	1	2017	109.9	2
85	'Haro Downtown 16 - 2017'	2	1	2017	329.9	1
86	'Trek Girl''s Kickster - 2017'	9	1	2017	149.9	4
87	'Trek Precaliber 12 Boys - 2017'	9	1	2017	189.9	5
88	'Trek Precaliber 12 Girls - 2017'	9	1	2017	189.9	6
89	'Trek Precaliber 16 Boys - 2017'	9	1	2017	209.9	7
90	'Trek Precaliber 16 Girls - 2017'	9	1	2017	209.9	8
91	'Trek Precaliber 24 (21-Speed) - Girls - 2017'	9	1	2017	349.9	9
92	'Haro Shredder 20 - 2017'	2	1	2017	209.9	0
93	'Haro Shredder 20 Girls - 2017'	2	1	2017	209.9	0
94	'Haro Shredder Pro 20 - 2017'	2	1	2017	249.9	1
95	"'Electra Girl''s Hawaii 1 16"" - 2017'"	1	1	2017	299.9	2
96	'Electra Moto 3i (20-inch) - Boy''s - 2017'	1	1	2017	349.9	4
97	'Electra Savannah 3i (20-inch) - Girl''s - 2017'	1	1	2017	349.9	5
98	'Electra Straight 8 3i (20-inch) - Boy''s - 2017'	1	1	2017	489.9	6
99	'Electra Sugar Skulls 1 (20-inch) - Girl''s - 2017'	1	1	2017	299.9	4
100	'Electra Townie 3i EQ (20-inch) - Boys'' - 2017'	1	1	2017	489.9	8
101	'Electra Townie 7D (20-inch) - Boys'' - 2017'	1	1	2017	339.9	4
102	'Electra Townie Original 7D - 2017'	1	2	2017	489.9	4
103	'Sun Bicycles Streamway 3 - 2017'	7	2	2017	551.9	3
104	'Sun Bicycles Streamway - 2017'	7	2	2017	481.9	2
105	'Sun Bicycles Streamway 7 - 2017'	7	2	2017	533.9	2
106	'Sun Bicycles Cruz 3 - 2017'	7	2	2017	449.9	1
107	'Sun Bicycles Cruz 7 - 2017'	7	2	2017	416.9	4
108	'Sun Bicycles Cruz 3 - Women''s - 2017'	7	2	2017	449.9	5
109	'Sun Bicycles Cruz 7 - Women''s - 2017'	7	2	2017	416.9	6
110	'Sun Bicycles Drifter 7 - 2017'	7	2	2017	470.9	7
111	'Sun Bicycles Drifter 7 - Women''s - 2017'	7	2	2017	470.9	8
112	'Trek 820 - 2018'	9	6	2018	379.9	9
113	'Trek Marlin 5 - 2018'	9	6	2018	489.9	0
114	'Trek Marlin 6 - 2018'	9	6	2018	579.9	0
115	'Trek Fuel EX 8 29 - 2018'	9	6	2018	3199.9	1
116	'Trek Marlin 7 - 2017/2018'	9	6	2018	749.9	2
117	'Trek Ticket S Frame - 2018'	9	6	2018	1469.9	4
118	'Trek X-Caliber 8 - 2018'	9	6	2018	999.9	5
119	'Trek Kids'' Neko - 2018'	9	6	2018	469.9	6
120	'Trek Fuel EX 7 29 - 2018'	9	6	2018	2499.9	4
121	'Surly Krampus Frameset - 2018'	8	6	2018	2499.9	8
122	'Surly Troll Frameset - 2018'	8	6	2018	2499.9	4
123	'Trek Farley Carbon Frameset - 2018'	9	6	2018	999.9	4
124	'Surly Krampus - 2018'	8	6	2018	149	3
125	'Trek Kids'' Dual Sport - 2018'	9	6	2018	469.9	2
126	'Surly Big Fat Dummy Frameset - 2018'	8	6	2018	469.9	2
127	'Surly Pack Rat Frameset - 2018'	8	6	2018	469.9	1
128	'Surly ECR 27.5 - 2018'	8	6	2018	189	4
129	'Trek X-Caliber 7 - 2018'	9	6	2018	919.9	5
130	'Trek Stache Carbon Frameset - 2018'	9	6	2018	919.9	6
131	'Heller Bloodhound Trail - 2018'	3	6	2018	259	7
132	'Trek Procal AL Frameset - 2018'	9	6	2018	1499.9	8
133	'Trek Procaliber Frameset - 2018'	9	6	2018	1499.9	9
134	'Trek Remedy 27.5 C Frameset - 2018'	9	6	2018	1499.9	0
135	'Trek X-Caliber Frameset - 2018'	9	6	2018	1499.9	0
136	'Trek Procaliber 6 - 2018'	9	6	2018	1799.9	1
137	'Heller Shagamaw GX1 - 2018'	3	6	2018	259	2
138	'Trek Fuel EX 5 Plus - 2018'	9	6	2018	2249.9	4
139	'Trek Remedy 7 27.5 - 2018'	9	6	2018	2999.9	5
140	'Trek Remedy 9.8 27.5 - 2018'	9	6	2018	4999.9	6
141	'Trek Stache 5 - 2018'	9	6	2018	1599.9	4
142	'Trek Fuel EX 8 29 XT - 2018'	9	6	2018	3199.9	8
143	'Trek Domane ALR 3 - 2018'	9	7	2018	1099.9	4
144	'Trek Domane ALR 4 Disc - 2018'	9	7	2018	1549.9	4
145	'Trek Domane ALR 5 Disc - 2018'	9	7	2018	1799.9	3
146	'Trek Domane SLR 6 - 2018'	9	7	2018	4999.9	2
147	'Trek Domane ALR 5 Gravel - 2018'	9	7	2018	1799.9	2
148	'Trek Domane SL 8 Disc - 2018'	9	7	2018	5499.9	1
149	'Trek Domane SLR 8 Disc - 2018'	9	7	2018	7499.9	4
150	'Trek Emonda SL 7 - 2018'	9	7	2018	4499.9	5
151	'Trek Domane ALR 4 Disc Women''s - 2018'	9	7	2018	1549.9	6
152	'Trek Domane SL 5 Disc Women''s - 2018'	9	7	2018	2499.9	7
153	'Trek Domane SL 7 Women''s - 2018'	9	7	2018	4999.9	8
154	'Trek Domane SLR 6 Disc Women''s - 2018'	9	7	2018	5499.9	9
155	'Trek Domane SLR 9 Disc - 2018'	9	7	2018	11999.9	0
156	'Trek Domane SL Frameset - 2018'	9	7	2018	6499.9	0
157	'Trek Domane SL Frameset Women''s - 2018'	9	7	2018	6499.9	1
158	'Trek CrossRip 1 - 2018'	9	7	2018	959.9	2
159	'Trek Emonda ALR 6 - 2018'	9	7	2018	2299.9	4
160	'Trek Emonda SLR 6 - 2018'	9	7	2018	4499.9	5
161	'Surly ECR - 2018'	8	7	2018	189	6
162	'Trek Emonda SL 6 Disc - 2018'	9	7	2018	2999.9	4
163	'Surly Pack Rat - 2018'	8	7	2018	134	8
164	'Surly Straggler 650b - 2018'	8	7	2018	154	4
165	'Trek 1120 - 2018'	9	7	2018	2499.9	4
166	'Trek Domane AL 2 Women''s - 2018'	9	7	2018	749.9	3
167	'Surly ECR Frameset - 2018'	8	7	2018	749.9	2
168	'Surly Straggler - 2018'	8	7	2018	154	2
169	'Trek Emonda SLR 8 - 2018'	9	7	2018	6499.9	1
170	'Trek CrossRip 2 - 2018'	9	7	2018	1299.9	4
171	'Trek Domane SL 6 - 2018'	9	7	2018	3199.9	5
172	'Trek Domane ALR Disc Frameset - 2018'	9	7	2018	3199.9	6
173	'Trek Domane ALR Frameset - 2018'	9	7	2018	3199.9	7
174	'Trek Domane SLR Disc Frameset - 2018'	9	7	2018	3199.9	8
175	'Trek Domane SLR Frameset - 2018'	9	7	2018	3199.9	9
176	'Trek Madone 9 Frameset - 2018'	9	7	2018	3199.9	0
177	'Trek Domane SLR 6 Disc - 2018'	9	7	2018	5499.9	0
178	'Trek Domane AL 2 - 2018'	9	7	2018	749.9	1
179	'Trek Domane AL 3 - 2018'	9	7	2018	919.9	2
180	'Trek Domane AL 3 Women''s - 2018'	9	7	2018	919.9	4
181	'Trek Domane SL 5 - 2018'	9	7	2018	2199.9	5
182	'Trek Domane SL 5 Disc - 2018'	9	7	2018	2499.9	6
183	'Trek Domane SL 5 Women''s - 2018'	9	7	2018	2199.9	4
184	'Trek Domane SL 6 Disc - 2018'	9	7	2018	3499.9	8
185	'Trek Conduit+ - 2018'	9	5	2018	2799.9	4
186	'Trek CrossRip+ - 2018'	9	5	2018	4499.9	4
187	'Trek Neko+ - 2018'	9	5	2018	2799.9	3
188	'Trek XM700+ Lowstep - 2018'	9	5	2018	3499.9	2
189	'Trek Lift+ Lowstep - 2018'	9	5	2018	2799.9	2
190	'Trek Dual Sport+ - 2018'	9	5	2018	2799.9	1
191	'Electra Loft Go! 8i - 2018'	1	5	2018	2799.9	4
192	'Electra Townie Go! 8i - 2017/2018'	1	5	2018	2599.9	5
193	'Trek Lift+ - 2018'	9	5	2018	2799.9	6
194	'Trek XM700+ - 2018'	9	5	2018	3499.9	7
195	'Electra Townie Go! 8i Ladies'' - 2018'	1	5	2018	2599.9	8
196	'Trek Verve+ - 2018'	9	5	2018	2299.9	9
197	'Trek Verve+ Lowstep - 2018'	9	5	2018	2299.9	0
198	'Electra Townie Commute Go! - 2018'	1	5	2018	2999.9	0
199	'Electra Townie Commute Go! Ladies'' - 2018'	1	5	2018	2999.9	1
200	'Trek Powerfly 5 - 2018'	9	5	2018	3499.9	2
201	'Trek Powerfly 5 FS - 2018'	9	5	2018	4499.9	4
202	'Trek Powerfly 5 Women''s - 2018'	9	5	2018	3499.9	5
203	'Trek Powerfly 7 FS - 2018'	9	5	2018	4999.9	6
204	'Trek Super Commuter+ 7 - 2018'	9	5	2018	3599.9	4
205	'Trek Super Commuter+ 8S - 2018'	9	5	2018	4999.9	8
206	'Trek Boone 5 Disc - 2018'	9	4	2018	3299.9	4
207	'Trek Boone 7 Disc - 2018'	9	4	2018	3999.9	4
208	'Trek Crockett 5 Disc - 2018'	9	4	2018	1799.9	3
209	'Trek Crockett 7 Disc - 2018'	9	4	2018	2999.9	2
210	'Surly Straggler - 2018'	8	4	2018	154	2
211	'Surly Straggler 650b - 2018'	8	4	2018	154	1
212	'Electra Townie Original 21D - 2018'	1	3	2018	559.9	4
213	'Electra Cruiser 1 - 2016/2017/2018'	1	3	2018	269.9	5
214	'Electra Tiger Shark 3i - 2018'	1	3	2018	899.9	6
215	'Electra Queen of Hearts 3i - 2018'	1	3	2018	749.9	7
216	'Electra Super Moto 8i - 2018'	1	3	2018	899.9	8
217	'Electra Straight 8 3i - 2018'	1	3	2018	909.9	9
218	'Electra Cruiser 7D - 2016/2017/2018'	1	3	2018	319.9	0
219	'Electra Moto 3i - 2018'	1	3	2018	639.9	0
220	'Electra Cruiser 1 Ladies'' - 2018'	1	3	2018	269.9	1
221	'Electra Cruiser 7D Ladies'' - 2016/2018'	1	3	2018	319.9	2
222	'Electra Cruiser 1 Tall - 2016/2018'	1	3	2018	269.9	4
223	'Electra Cruiser Lux 3i - 2018'	1	3	2018	529.9	5
224	'Electra Cruiser Lux 7D - 2018'	1	3	2018	479.9	6
225	'Electra Delivery 3i - 2016/2017/2018'	1	3	2018	959.9	4
226	'Electra Townie Original 21D EQ - 2017/2018'	1	3	2018	679.9	8
227	'Electra Cruiser 7D (24-Inch) Ladies'' - 2016/2018'	1	3	2018	319.9	4
228	'Electra Cruiser 7D Tall - 2016/2018'	1	3	2018	319.9	4
229	'Electra Cruiser Lux 1 - 2016/2018'	1	3	2018	429.9	3
230	'Electra Cruiser Lux 1 Ladies'' - 2018'	1	3	2018	429.9	2
231	'Electra Cruiser Lux 3i Ladies'' - 2018'	1	3	2018	529.9	2
232	'Electra Cruiser Lux 7D Ladies'' - 2018'	1	3	2018	479.9	1
233	'Electra Cruiser Lux Fat Tire 7D - 2018'	1	3	2018	639.9	4
234	'Electra Daydreamer 3i Ladies'' - 2018'	1	3	2018	899.9	5
235	'Electra Koa 3i Ladies'' - 2018'	1	3	2018	899.9	6
236	'Electra Morningstar 3i Ladies'' - 2018'	1	3	2018	749.9	7
237	'Electra Relic 3i - 2018'	1	3	2018	849.9	8
238	'Electra Townie Balloon 8D EQ - 2016/2017/2018'	1	3	2018	749.9	9
239	'Electra Townie Balloon 8D EQ Ladies'' - 2016/2017/2018'	1	3	2018	749.9	0
240	'Electra Townie Commute 27D Ladies - 2018'	1	3	2018	899.9	0
241	'Electra Townie Commute 8D - 2018'	1	3	2018	749.9	1
242	'Electra Townie Commute 8D Ladies'' - 2018'	1	3	2018	699.9	2
243	'Electra Townie Original 21D EQ Ladies'' - 2018'	1	3	2018	679.9	4
244	'Electra Townie Original 21D Ladies'' - 2018'	1	3	2018	559.9	5
245	'Electra Townie Original 3i EQ - 2017/2018'	1	3	2018	659.9	6
246	'Electra Townie Original 3i EQ Ladies'' - 2018'	1	3	2018	639.9	4
247	'Electra Townie Original 7D EQ - 2018'	1	3	2018	599.9	8
248	'Electra Townie Original 7D EQ Ladies'' - 2017/2018'	1	3	2018	599.9	4
249	'Electra White Water 3i - 2018'	1	3	2018	749.9	4
250	'Electra Townie Go! 8i - 2017/2018'	1	3	2018	2599.9	3
251	'Electra Townie Commute Go! - 2018'	1	3	2018	2999.9	2
252	'Electra Townie Commute Go! Ladies'' - 2018'	1	3	2018	2999.9	2
253	'Electra Townie Go! 8i Ladies'' - 2018'	1	3	2018	2599.9	1
254	'Electra Townie Balloon 3i EQ - 2017/2018'	1	3	2018	749.9	4
255	'Electra Townie Balloon 7i EQ Ladies'' - 2017/2018'	1	3	2018	899.9	5
256	'Electra Townie Commute 27D - 2018'	1	3	2018	899.9	6
257	'Electra Amsterdam Fashion 3i Ladies'' - 2017/2018'	1	3	2018	899.9	7
258	'Electra Amsterdam Royal 8i - 2017/2018'	1	3	2018	1259	8
259	'Electra Amsterdam Royal 8i Ladies - 2018'	1	3	2018	1199.9	9
260	'Electra Townie Balloon 3i EQ Ladies'' - 2018'	1	3	2018	799.9	0
261	'Electra Townie Balloon 7i EQ - 2018'	1	3	2018	899.9	0
262	'Trek MT 201 - 2018'	9	1	2018	249.9	1
263	'Strider Classic 12 Balance Bike - 2018'	6	1	2018	89.9	2
264	'Strider Sport 16 - 2018'	6	1	2018	249.9	4
265	'Strider Strider 20 Sport - 2018'	6	1	2018	289.9	5
266	'Trek Superfly 20 - 2018'	9	1	2018	399.9	6
267	'Trek Precaliber 12 Girl''s - 2018'	9	1	2018	199.9	4
268	'Trek Kickster - 2018'	9	1	2018	159.9	8
269	'Trek Precaliber 12 Boy''s - 2018'	9	1	2018	199.9	4
270	'Trek Precaliber 16 Boy''s - 2018'	9	1	2018	209.9	4
271	'Trek Precaliber 16 Girl''s - 2018'	9	1	2018	209.9	3
272	'Trek Precaliber 20 6-speed Boy''s - 2018'	9	1	2018	289.9	2
273	'Trek Precaliber 20 6-speed Girl''s - 2018'	9	1	2018	289.9	2
274	'Trek Precaliber 20 Boy''s - 2018'	9	1	2018	229.9	1
275	'Trek Precaliber 20 Girl''s - 2018'	9	1	2018	229.9	4
276	'Trek Precaliber 24 (7-Speed) - Boys - 2018'	9	1	2018	319.9	5
277	'Trek Precaliber 24 21-speed Boy''s - 2018'	9	1	2018	369.9	6
278	'Trek Precaliber 24 21-speed Girl''s - 2018'	9	1	2018	369.9	7
279	'Trek Precaliber 24 7-speed Girl''s - 2018'	9	1	2018	319.9	8
280	'Trek Superfly 24 - 2017/2018'	9	1	2018	489.9	9
281	'Electra Cruiser 7D (24-Inch) Ladies'' - 2016/2018'	1	1	2018	319.9	0
282	'Electra Cyclosaurus 1 (16-inch) - Boy''s - 2018'	1	1	2018	279.9	0
283	'Electra Heartchya 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	1
284	'Electra Savannah 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	2
285	'Electra Soft Serve 1 (16-inch) - Girl''s - 2018'	1	1	2018	279.9	4
286	"'Electra Starship 1 16"" - 2018'"	1	1	2018	279.9	5
287	'Electra Straight 8 1 (16-inch) - Boy''s - 2018'	1	1	2018	279.9	6
288	'Electra Straight 8 1 (20-inch) - Boy''s - 2018'	1	1	2018	389.9	4
289	"'Electra Superbolt 1 20"" - 2018'"	1	1	2018	319.9	8
290	"'Electra Superbolt 3i 20"" - 2018'"	1	1	2018	369.9	4
291	'Electra Sweet Ride 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	4
292	'Electra Sweet Ride 3i (20-inch) - Girls'' - 2018'	1	1	2018	369.9	3
293	'Electra Tiger Shark 1 (20-inch) - Boys'' - 2018'	1	1	2018	319.9	2
294	'Electra Tiger Shark 3i (20-inch) - Boys'' - 2018'	1	1	2018	369.9	2
295	"'Electra Treasure 1 20"" - 2018'"	1	1	2018	319.9	1
296	"'Electra Treasure 3i 20"" - 2018'"	1	1	2018	369.9	4
297	"'Electra Under-The-Sea 1 16"" - 2018'"	1	1	2018	279.9	5
298	'Electra Water Lily 1 (16-inch) - Girl''s - 2018'	1	1	2018	279.9	6
299	'Electra Townie Original 21D - 2018'	1	2	2018	559.9	7
300	'Electra Townie Balloon 3i EQ Ladies'' - 2018'	1	2	2018	799.9	8
301	'Electra Townie Balloon 7i EQ - 2018'	1	2	2018	899.9	9
302	'Electra Townie Original 1 - 2018'	1	2	2018	449.9	0
303	'Electra Townie Go! 8i - 2017/2018'	1	2	2018	2599.9	0
304	'Electra Townie Original 21D EQ - 2017/2018'	1	2	2018	679.9	1
305	'Electra Townie Balloon 3i EQ - 2017/2018'	1	2	2018	749.9	2
306	'Electra Townie Balloon 7i EQ Ladies'' - 2017/2018'	1	2	2018	899.9	4
307	'Electra Townie Balloon 8D EQ - 2016/2017/2018'	1	2	2018	749.9	5
308	'Electra Townie Balloon 8D EQ Ladies'' - 2016/2017/2018'	1	2	2018	749.9	6
309	'Electra Townie Commute 27D - 2018'	1	2	2018	899.9	4
310	'Electra Townie Commute 27D Ladies - 2018'	1	2	2018	899.9	8
311	'Electra Townie Commute 8D - 2018'	1	2	2018	749.9	4
312	'Electra Townie Commute 8D Ladies'' - 2018'	1	2	2018	699.9	4
313	'Electra Townie Original 1 Ladies'' - 2018'	1	2	2018	449.9	3
314	'Electra Townie Original 21D EQ Ladies'' - 2018'	1	2	2018	679.9	2
315	'Electra Townie Original 21D Ladies'' - 2018'	1	2	2018	559.9	2
316	'Trek Checkpoint ALR 4 Women''s - 2019'	9	7	2019	1699.9	1
317	'Trek Checkpoint ALR 5 - 2019'	9	7	2019	1999.9	4
318	'Trek Checkpoint ALR 5 Women''s - 2019'	9	7	2019	1999.9	5
319	'Trek Checkpoint SL 5 Women''s - 2019'	9	7	2019	2799.9	6
320	'Trek Checkpoint SL 6 - 2019'	9	7	2019	3799.9	7
321	'Trek Checkpoint ALR Frameset - 2019'	9	7	2019	3199.9	8
>>>>>>> aacf3376b34948ad13b7618a73cabdcaab6ac6c6
